"Publication Date","Publication Year","Journal","Research Article' or 'non-Research Article'?","Article Title","Citations - CrossRef","Citations - PubMed Central","Citations - Scopus","Total Citations","Days Old","Citations Per Day"
02/05/08,2008,"PLoS Medicine","RA","Lifetime Medical Costs of Obesity: Prevention No Cure for Increasing Health Expenditure",5,1,9,15,"622.47",0.02
09/12/06,2006,"PLoS Biology","RA","Inhibition of Gap Junction Communication at Ectopic Eph/ephrin Boundaries Underlies Craniofrontonasal Syndrome",5,2,8,15,"1133.47",0.01
10/23/07,2007,"PLoS Medicine","non RA","Squaring the Circle: AIDS, Poverty, and Human Development",7,1,7,15,"727.47",0.02
05/02/07,2007,"PLoS ONE","RA","Postcopulatory Sexual Selection Is Associated with Reduced Variation in Sperm Morphology",6,1,8,15,"901.47",0.02
05/16/07,2007,"PLoS ONE","RA","Evidence that p53-Mediated Cell-Cycle-Arrest Inhibits Chemotherapeutic Treatment of Ovarian Carcinomas",3,2,10,15,"887.47",0.02
12/20/06,2006,"PLoS ONE","RA","A Mouse Stromal Response to Tumor Invasion Predicts Prostate and Breast Cancer Patient Survival",6,0,9,15,"1034.47",0.01
12/28/04,2004,"PLoS Medicine","non RA","Is It Ethical to Use Enhancement Technologies to Make Us Better than Well?",7,3,5,15,"1756.47",0.01
12/20/06,2006,"PLoS ONE","RA","Molecular Adaptation during Adaptive Radiation in the Hawaiian Endemic Genus Schiedea",3,5,7,15,"1034.47",0.01
12/20/06,2006,"PLoS ONE","RA","Wnt, Hedgehog and Junctional Armadillo/?-Catenin Establish Planar Polarity in the Drosophila Embryo",2,4,9,15,"1034.47",0.01
04/04/07,2007,"PLoS ONE","RA","Compartmental Architecture and Dynamics of Hematopoiesis",5,2,8,15,"929.47",0.02
03/11/08,2008,"PLoS Medicine","RA","Global Transcript Profiles of Fat in Monozygotic Twins Discordant for BMI: Pathways behind Acquired Obesity",6,3,6,15,"587.47",0.03
03/21/08,2008,"PLoS Genetics","RA","C. elegans Model Identifies Genetic Modifiers of ?-Synuclein Inclusion Formation During Aging",6,5,4,15,"577.47",0.03
03/07/07,2007,"PLoS ONE","RA","Tagging Single Nucleotide Polymorphisms in the BRIP1 Gene and Susceptibility to Breast and Ovarian Cancer",4,2,9,15,"957.47",0.02
12/28/07,2007,"PLoS Genetics","RA","Conserved Regulation of MAP Kinase Expression by PUF RNA-Binding Proteins",2,4,9,15,"661.47",0.02
03/18/08,2008,"PLoS Medicine","RA","Episodic Sexual Transmission of HIV Revealed by Molecular Phylodynamics",8,1,6,15,"580.47",0.03
05/29/07,2007,"PLoS Medicine","non RA","HIV Treatment in a Conflict Setting: Outcomes and Experiences from Bukavu, Democratic Republic of the Congo",4,5,6,15,"874.47",0.02
03/20/07,2007,"PLoS Medicine","non RA","Why Is Long-Term Therapy Required to Cure Tuberculosis?",5,1,9,15,"944.47",0.02
04/24/07,2007,"PLoS Biology","RA","Selective Translational Repression of Truncated Proteins from Frameshift Mutation-Derived mRNAs in Tumors",3,4,8,15,"909.47",0.02
06/28/05,2005,"PLoS Medicine","non RA","Vitamin C for Preventing and Treating the Common Cold",7,4,4,15,"1574.47",0.01
07/13/07,2007,"PLoS Pathogens","RA","The OmpA-Like Protein Loa22 Is Essential for Leptospiral Virulence",1,7,7,15,"829.47",0.02
03/28/06,2006,"PLoS Biology","RA","Testing Electrostatic Complementarity in Enzyme Catalysis: Hydrogen Bonding in the Ketosteroid Isomerase Oxyanion Hole",5,1,9,15,"1301.47",0.01
06/27/07,2007,"PLoS ONE","RA","A Preference for Contralateral Stimuli in Human Object- and Face-Selective Cortex",2,4,9,15,"845.47",0.02
07/11/07,2007,"PLoS ONE","RA","Imitation as Faithful Copying of a Novel Technique in Marmoset Monkeys",14,1,0,15,"831.47",0.02
04/21/06,2006,"PLoS Genetics","RA","Bayesian Estimation of the Timing and Severity of a Population Bottleneck from Ancient DNA",4,1,10,15,"1277.47",0.01
06/27/07,2007,"PLoS ONE","RA","Temporal Dynamics of European Bat Lyssavirus Type 1 and Survival of Myotis myotis Bats in Natural Colonies",5,2,8,15,"845.47",0.02
05/02/06,2006,"PLoS Biology","RA","Crystal Structure of the HSV-1 Fc Receptor Bound to Fc Reveals a Mechanism for Antibody Bipolar Bridging",3,6,6,15,"1266.47",0.01
09/23/05,2005,"PLoS Computational Biology","RA","A Digital Atlas to Characterize the Mouse Brain Transcriptome",5,8,2,15,"1487.47",0.01
08/07/07,2007,"PLoS Medicine","RA","Monitoring the Impact of Influenza by Age: Emergency Department Fever and Respiratory Complaint Surveillance in New York City",4,3,8,15,"804.47",0.02
08/01/07,2007,"PLoS ONE","RA","A Unique Role for Nonmuscle Myosin Heavy Chain IIA in Regulation of Epithelial Apical Junctions",1,3,11,15,"810.47",0.02
11/14/06,2006,"PLoS Biology","non RA","BioGeomancer: Automated Georeferencing to Map the World's Biodiversity Data",5,1,9,15,"1070.47",0.01
11/20/07,2007,"PLoS Biology","RA","Complex Regulation of cyp26a1 Creates a Robust Retinoic Acid Gradient in the Zebrafish Embryo",10,1,4,15,"699.47",0.02
08/17/07,2007,"PLoS Computational Biology","RA","Elucidating the Altered Transcriptional Programs in Breast Cancer using Independent Component Analysis",3,7,5,15,"794.47",0.02
10/16/07,2007,"PLoS Biology","RA","Drug-Induced Epigenetic Changes Produce Drug Tolerance",2,0,13,15,"734.47",0.02
09/14/04,2004,"PLoS Biology","non RA","What Is Life?and How Do We Search for It in Other Worlds?",3,1,11,15,"1861.47",0.01
02/13/07,2007,"PLoS Biology","RA","FMRP Mediates mGluR5-Dependent Translation of Amyloid Precursor Protein",6,3,6,15,"979.47",0.02
04/06/07,2007,"PLoS Computational Biology","RA","Towards Complete Sets of Farnesylated and Geranylgeranylated Proteins",5,4,6,15,"927.47",0.02
03/21/08,2008,"PLoS Genetics","RA","Global Analysis of Genetic, Epigenetic and Transcriptional Polymorphisms in Arabidopsis thaliana Using Whole Genome Tiling Arrays",4,6,5,15,"577.47",0.03
01/19/07,2007,"PLoS Computational Biology","RA","Evolutionary Interactions between N-Linked Glycosylation Sites in the HIV-1 Envelope",4,7,4,15,"1004.47",0.01
05/17/05,2005,"PLoS Biology","non RA","The Neural Basis of Birdsong",2,3,10,15,"1616.47",0.01
10/21/08,2008,"PLoS Biology","RA","Promotion of Reprogramming to Ground State Pluripotency by Signal Inhibition",10,0,5,15,"363.47",0.04
09/25/07,2007,"PLoS Medicine","non RA","Racial Categories in Medical Practice: How Useful Are They?",6,1,8,15,"755.47",0.02
03/01/05,2005,"PLoS Biology","RA","Recombination Every Day: Abundant Recombination in a Virus during a Single Multi-Cellular Host Infection",6,2,7,15,"1693.47",0.01
01/17/06,2006,"PLoS Biology","non RA","Men, Women, and Ghosts in Science",3,0,12,15,"1371.47",0.01
01/05/07,2007,"PLoS Clinical Trials","RA","Randomized Dose-Ranging Controlled Trial of AQ-13, a Candidate Antimalarial, and Chloroquine in Healthy Volunteers",5,2,8,15,"1018.47",0.01
06/29/07,2007,"PLoS Pathogens","non RA","Building the Perfect Parasite: Cell Division in Apicomplexa",3,3,9,15,"843.47",0.02
09/21/07,2007,"PLoS Pathogens","RA","T Cells Contain an RNase-Insensitive Inhibitor of APOBEC3G Deaminase Activity",1,4,10,15,"759.47",0.02
11/17/06,2006,"PLoS Clinical Trials","RA","Cardiovascular and Cerebrovascular Events in the Randomized, Controlled Alzheimer's Disease Anti-Inflammatory Prevention Trial (ADAPT)",12,3,0,15,"1067.47",0.01
05/18/07,2007,"PLoS Genetics","RA","Genetic and Physical Mapping of DNA Replication Origins in Haloferax volcanii",8,2,5,15,"885.47",0.02
10/19/04,2004,"PLoS Biology","RA","Dictyostelium Myosin Bipolar Thick Filament Formation: Importance of Charge and Specific Domains of the Myosin Rod",2,3,10,15,"1826.47",0.01
06/05/07,2007,"PLoS Medicine","non RA","The Great Failure of Malaria Control in Africa: A District Perspective from Burkina Faso",1,8,6,15,"867.47",0.02
08/22/07,2007,"PLoS ONE","RA","Estimating Individual and Household Reproduction Numbers in an Emerging Epidemic",7,1,7,15,"789.47",0.02
01/25/08,2008,"PLoS Computational Biology","RA","Co-Regulation of Metabolic Genes Is Better Explained by Flux Coupling Than by Network Distance",3,5,7,15,"633.47",0.02
12/14/07,2007,"PLoS Computational Biology","RA","Comparative Genomics Search for Losses of Long-Established Genes on the Human Lineage",2,6,7,15,"675.47",0.02
09/08/06,2006,"PLoS Computational Biology","RA","Oscillatory Regulation of Hes1: Discrete Stochastic Delay Modelling and Simulation",5,1,9,15,"1137.47",0.01
03/30/07,2007,"PLoS Pathogens","RA","Systematic Identification of Cellular Signals Reactivating Kaposi Sarcomaâ€“Associated Herpesvirus",3,3,9,15,"934.47",0.02
02/08/08,2008,"PLoS Computational Biology","RA","Evolution of Complex Modular Biological Networks",4,4,7,15,"619.47",0.02
05/19/06,2006,"PLoS Computational Biology","RA","Iterative Reconstruction of Transcriptional Regulatory Networks: An Algorithmic Approach",4,3,8,15,"1249.47",0.01
07/02/08,2008,"PLoS ONE","RA","Population Substructure and Control Selection in Genome-Wide Association Studies",5,2,8,15,"474.47",0.03
12/16/08,2008,"PLoS ONE","RA","Heterosubtypic Neutralizing Monoclonal Antibodies Cross-Protective against H5N1 and H1N1 Recovered from Human IgM+ Memory B Cells",6,2,7,15,"307.47",0.05
06/05/07,2007,"PLoS Biology","RA","Higher-Order Oligomerization Targets Plasma Membrane Proteins and HIV Gag to Exosomes",5,2,8,15,"867.47",0.02
07/29/08,2008,"PLoS Biology","RA","Activating PER Repressor through a DBT-Directed Phosphorylation Switch",6,3,6,15,"447.47",0.03
03/28/07,2007,"PLoS ONE","RA","Mechanisms of Copper Ion Mediated Huntington's Disease Progression",4,1,10,15,"936.47",0.02
05/29/07,2007,"PLoS Biology","RA","Setting the Tempo in Development: An Investigation of the Zebrafish Somite Clock Mechanism",9,0,6,15,"874.47",0.02
01/09/08,2008,"PLoS ONE","RA","Broad and Gag-Biased HIV-1 Epitope Repertoires Are Associated with Lower Viral Loads",5,3,7,15,"649.47",0.02
06/20/07,2007,"PLoS ONE","RA","The Adaptive Significance of Sensory Bias in a Foraging Context: Floral Colour Preferences in the Bumblebee Bombus terrestris",5,3,7,15,"852.47",0.02
03/23/07,2007,"PLoS Computational Biology","RA","Dynamic Simulations on the Arachidonic Acid Metabolic Network",2,4,9,15,"941.47",0.02
03/16/07,2007,"PLoS Computational Biology","RA","Modeling Networks of Coupled Enzymatic Reactions Using the Total Quasi-Steady State Approximation",9,0,6,15,"948.47",0.02
04/28/06,2006,"PLoS Computational Biology","non RA","The Signal in the Genomes",3,2,10,15,"1270.47",0.01
07/05/05,2005,"PLoS Medicine","non RA","Five Futures for Academic Medicine",8,7,0,15,"1567.47",0.01
08/19/08,2008,"PLoS Biology","RA","Direct Estimation of the Mitochondrial DNA Mutation Rate in Drosophila melanogaster",4,3,8,15,"426.47",0.04
10/10/06,2006,"PLoS Medicine","non RA","Responding to AIDS, Tuberculosis, Malaria, and Emerging Infectious Diseases in Burma: Dilemmas of Policy and Practice",3,6,6,15,"1105.47",0.01
11/10/06,2006,"PLoS Computational Biology","RA","Geometrically Repatterned Immunological Synapses Uncover Formation Mechanisms",4,3,8,15,"1074.47",0.01
12/08/06,2006,"PLoS Computational Biology","RA","Gene Expression of Caenorhabditis elegans Neurons Carries Information on Their Synaptic Connectivity",3,6,6,15,"1046.47",0.01
01/27/06,2006,"PLoS Computational Biology","RA","Signal Processing in the TGF-Î² Superfamily Ligand-Receptor Network",4,3,8,15,"1361.47",0.01
06/18/08,2008,"PLoS ONE","RA","Cellular Islet Autoimmunity Associates with Clinical Outcome of Islet Cell Transplantation",7,0,8,15,"488.47",0.03
01/02/08,2008,"PLoS ONE","RA","CD209 Genetic Polymorphism and Tuberculosis Disease",6,0,9,15,"656.47",0.02
06/08/07,2007,"PLoS Pathogens","RA","Serogroup Conversion of Vibrio cholerae in Aquatic Reservoirs",5,5,5,15,"864.47",0.02
12/18/07,2007,"PLoS Biology","RA","Basic Math in Monkeys and College Students",4,1,10,15,"671.47",0.02
06/11/08,2008,"PLoS ONE","RA","TDP-43 Is Not a Common Cause of Sporadic Amyotrophic Lateral Sclerosis",7,0,8,15,"495.47",0.03
10/07/05,2005,"PLoS Pathogens","RA","Increased Fidelity Reduces Poliovirus Fitness and Virulence under Selective Pressure in Mice",6,9,0,15,"1473.47",0.01
06/11/08,2008,"PLoS ONE","RA","Live Imaging at the Onset of Cortical Neurogenesis Reveals Differential Appearance of the Neuronal Phenotype in Apical versus Basal Progenitor Progeny",6,0,9,15,"495.47",0.03
03/13/07,2007,"PLoS Biology","non RA","Synthetic Biology: Caught between Property Rights, the Public Domain, and the Commons",9,2,4,15,"951.47",0.02
05/09/08,2008,"PLoS Genetics","RA","A Genome-Wide Association Study Identifies Protein Quantitative Trait Loci (pQTLs)",6,4,5,15,"528.47",0.03
10/31/06,2006,"PLoS Medicine","RA","Time to Renal Disease and End-Stage Renal Disease in PROFILE: A Multiethnic Lupus Cohort",6,1,8,15,"1084.47",0.01
06/30/06,2006,"PLoS Genetics","non RA","Shoot Meristem Function and Leaf Polarity: The Role of Class III HDâ€“ZIP Genes",6,0,9,15,"1207.47",0.01
05/26/06,2006,"PLoS Genetics","non RA","The Jewels of Our Genome: The Search for the Genomic Changes Underlying the Evolutionarily Unique Capacities of the Human Brain",4,3,8,15,"1242.47",0.01
11/24/06,2006,"PLoS Genetics","RA","Pigment Pattern in jaguar/obelix Zebrafish Is Caused by a Kir7.1 Mutation: Implications for the Regulation of Melanosome Movement",3,3,9,15,"1060.47",0.01
08/18/06,2006,"PLoS Computational Biology","RA","Conservation of Expression and Sequence of Metabolic Genes Is Reflected by Activity Across Metabolic States",5,4,6,15,"1158.47",0.01
11/17/06,2006,"PLoS Genetics","RA","Virulence Attributes and Hyphal Growth of C. neoformans Are Quantitative Traits and the MATÎ± Allele Enhances Filamentation",5,5,5,15,"1067.47",0.01
08/28/07,2007,"PLoS Medicine","RA","Whole Grain, Bran, and Germ Intake and Risk of Type 2 Diabetes: A Prospective Cohort Study and Systematic Review",7,0,8,15,"783.47",0.02
10/06/06,2006,"PLoS Genetics","RA","Mutation at the Evi1 Locus in Junbo Mice Causes Susceptibility to Otitis Media",4,4,7,15,"1109.47",0.01
07/02/08,2008,"PLoS ONE","RA","An Accurate Definition of the Status of Inactive Hepatitis B Virus Carrier by a Combination of Biomarkers (FibroTest-ActiTest) and Viral Load",3,2,10,15,"474.47",0.03
11/03/06,2006,"PLoS Genetics","RA","Recombination Hotspots Flank the Cryptococcus Mating-Type Locus: Implications for the Evolution of a Fungal Sex Chromosome",3,5,7,15,"1081.47",0.01
08/27/08,2008,"PLoS ONE","RA","Climate Warming, Marine Protected Areas and the Ocean-Scale Integrity of Coral Reef Ecosystems",5,2,8,15,"418.47",0.04
06/27/08,2008,"PLoS Computational Biology","RA","Network Analysis of Intrinsic Functional Brain Connectivity in Alzheimer's Disease",8,1,6,15,"479.47",0.03
06/18/08,2008,"PLoS ONE","RA","Identifying Canadian Freshwater Fishes through DNA Barcodes",5,0,10,15,"488.47",0.03
09/15/06,2006,"PLoS Genetics","RA","Adenomatous Polyposis Coli (APC) Is Required for Normal Development of Skin and Thymus",5,4,6,15,"1130.47",0.01
04/30/08,2008,"PLoS ONE","RA","The Impact of the Absence of Aliphatic Glucosinolates on Insect Herbivory in Arabidopsis",6,1,8,15,"537.47",0.03
02/27/08,2008,"PLoS ONE","RA","Are There Multiple Visual Short-Term Memory Stores?",7,2,6,15,"600.47",0.02
05/26/06,2006,"PLoS Pathogens","RA","Transcriptional Silencing of Multiple Genes in Trophozoites of Entamoeba histolytica",5,4,6,15,"1242.47",0.01
02/12/08,2008,"PLoS Biology","RA","Invasive Mutualists Erode Native Pollination Webs",9,1,5,15,"615.47",0.02
04/02/08,2008,"PLoS ONE","RA","An Integrated Approach to the Prediction of Chemotherapeutic Response in Patients with Breast Cancer",4,2,9,15,"565.47",0.03
10/20/06,2006,"PLoS Pathogens","RA","Anthrax Toxin Receptor 2â€“Dependent Lethal Toxin Killing In Vivo",3,4,8,15,"1095.47",0.01
01/02/08,2008,"PLoS ONE","RA","MiR-10 Represses HoxB1a and HoxB3a in Zebrafish",5,4,6,15,"656.47",0.02
06/23/06,2006,"PLoS Pathogens","RA","Antibody-Independent Control of Î³-Herpesvirus Latency via B Cell Induction of Anti-Viral T Cell Responses",5,5,5,15,"1214.47",0.01
04/30/08,2008,"PLoS ONE","RA","Pancreatic Insulin Content Regulation by the Estrogen Receptor ER?",2,2,11,15,"537.47",0.03
12/15/06,2006,"PLoS Genetics","RA","Global Mapping of Transposon Location",5,7,3,15,"1039.47",0.01
05/19/06,2006,"PLoS Genetics","RA","Epigenetic Telomere Protection by Drosophila DNA Damage Response Pathways",8,2,5,15,"1249.47",0.01
08/25/06,2006,"PLoS Genetics","RA","Overlapping Functions of Argonaute Proteins in Patterning and Morphogenesis of Drosophila Embryos",4,3,8,15,"1151.47",0.01
04/14/06,2006,"PLoS Pathogens","RA","Prions Adhere to Soil Minerals and Remain Infectious",9,6,0,15,"1284.47",0.01
02/27/08,2008,"PLoS ONE","RA","SOD1 and Amyotrophic Lateral Sclerosis: Mutations and Oligomerization",6,4,5,15,"600.47",0.02
05/23/07,2007,"PLoS ONE","RA","High-Yield Hydrogen Production from Starch and Water by a Synthetic Enzymatic Pathway",6,3,5,14,"880.47",0.02
05/25/07,2007,"PLoS Genetics","RA","NFIA Haploinsufficiency Is Associated with a CNS Malformation Syndrome and Urinary Tract Defects",8,4,2,14,"878.47",0.02
08/23/05,2005,"PLoS Medicine","RA","Inhibition of Endothelial Activation: A New Way to Treat Cerebral Malaria?",3,2,9,14,"1518.47",0.01
08/23/05,2005,"PLoS Medicine","RA","The Incidence of Dementia in England and Wales: Findings from the Five Identical Sites of the MRC CFA Study",5,3,6,14,"1518.47",0.01
10/30/07,2007,"PLoS Biology","RA","Systematic In Vivo Analysis of the Intrinsic Determinants of Amyloid ? Pathogenicity",5,2,7,14,"720.47",0.02
01/26/07,2007,"PLoS Genetics","RA","Jagged2a-Notch Signaling Mediates Cell Fate Choice in the Zebrafish Pronephric Duct",3,4,7,14,"997.47",0.01
01/05/07,2007,"PLoS Computational Biology","RA","A Phylogenomic Study of Human, Dog, and Mouse",5,6,3,14,"1018.47",0.01
02/22/05,2005,"PLoS Medicine","non RA","A Person-Centred Approach to Communicating Risk",4,3,7,14,"1700.47",0.01
03/09/07,2007,"PLoS Genetics","RA","Live Hot, Die Young: Transmission Distortion in Recombination Hotspots",8,2,4,14,"955.47",0.01
12/28/04,2004,"PLoS Medicine","non RA","Pancreatic Islet Transplantation",5,5,4,14,"1756.47",0.01
08/18/06,2006,"PLoS Computational Biology","RA","Modeling Somatic Evolution in Tumorigenesis",6,3,5,14,"1158.47",0.01
05/01/07,2007,"PLoS Biology","RA","A Helical Structural Nucleus Is the Primary Elongating Unit of Insulin Amyloid Fibrils",5,1,8,14,"902.47",0.02
11/24/06,2006,"PLoS Computational Biology","RA","Computational Inference of Neural Information Flow Networks",3,4,7,14,"1060.47",0.01
09/12/08,2008,"PLoS Genetics","RA","The Genome of Borrelia recurrentis, the Agent of Deadly Louse-Borne Relapsing Fever, Is a Degraded Subset of Tick-Borne Borrelia duttonii",6,1,7,14,"402.47",0.03
07/03/07,2007,"PLoS Biology","RA","Rb-Mediated Neuronal Differentiation through Cell-Cycle?Independent Regulation of E2f3a",1,4,9,14,"839.47",0.02
05/19/06,2006,"PLoS Clinical Trials","RA","Artemisinin Combination Therapies for Treatment of Uncomplicated Malaria in Uganda",3,11,0,14,"1249.47",0.01
02/12/08,2008,"PLoS Medicine","RA","A Collaborative Epidemiological Investigation into the Criminal Fake Artesunate Trade in South East Asia",5,4,5,14,"615.47",0.02
